Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram_in_GB,Gpu,OpSys,Weight,Price_rupees,Memory_type,Memory_in_GB
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,3840x2160,Intel,16,Intel UHD,Windows 10,1.4,191534,SSD,512
MSI,GP62M 7REX,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.2,118534,SSD +  1TB HDD,256
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,1920x1080,Intel,6,AMD Radeon,Windows 10,1.91,56484,SSD,256
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,4.42,274915,SSD +  1TB HDD,128
Dell,XPS 13,2 in 1 Convertible,13.3,3200x1800,Intel,8,Intel HD,Windows 10,1.24,165436,SSD,256
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,1920x1080,AMD,4,AMD Radeon,Windows 10,1.91,44620,SSD,256
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Windows 10,2.1,45534,SSD +  1TB HDD,128
Others,Others,Ultrabook,14.0,1920x1080,Intel,16,Intel HD,Others,1.7,209784,SSD,512
Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.18,72070,SSD,256
Dell,Inspiron 7570,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.16,115158,SSD,512
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.2,100284,SSD +  1TB HDD,128
Acer,Chromebook 14,Notebook,14.0,1366x768,Intel,2,Intel HD,Chrome OS,1.68,30112,Flash Storage,32
Lenovo,ThinkPad X1,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.13,171094,Flash Storage,256
Others,Others,2 in 1 Convertible,14.0,2560x1440,Intel,16,Intel HD,Others,1.36,228034,SSD,512
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,2.4,37486,HDD,500
HP,ZBook 15u,Notebook,15.6,1920x1080,Intel,8,AMD FirePro,Windows 10,1.9,105302,HDD,500
Others,Others,Notebook,14.0,1920x1080,Intel,8,Intel HD,Others,1.8,108679,SSD,256
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.2,67981,SSD,256
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,Intel,4,Nvidia GeForce,Windows 10,2.4,55571,HDD,1000
Others,Others,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Others,2.1,104436,SSD +  1TB HDD,256
Asus,FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.2,86596,HDD,1000
HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,1366x768,Intel,8,Intel HD,Windows 10,2.05,54568,HDD,1000
Apple,Macbook Air,Ultrabook,13.3,1440x900,Intel,8,Intel HD,macOS,1.34,82028,Flash Storage,128
Google,Pixelbook (Core,Ultrabook,12.3,2400x1600,Intel,16,Intel HD,Chrome OS,1.1,200659,SSD,512
Others,Others,Notebook,15.6,1920x1080,Intel,8,Intel HD,Others,1.9,125651,SSD,256
Acer,TravelMate B,Notebook,11.6,1366x768,Intel,4,Intel HD,Windows 10,1.4,44256,Flash Storage,128
HP,ProBook 450,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.04,67708,HDD,500
HP,ProBook 450,Notebook,15.6,1366x768,Intel,8,Nvidia GeForce,Windows 10,2.04,77243,HDD,1000
HP,Probook 450,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.04,81121,SSD,256
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,2.1,45442,SSD,128
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel,4,Nvidia GeForce,Windows 10,2.79,53746,HDD,1000
Fujitsu,Lifebook A557,Notebook,15.6,1366x768,Intel,8,Intel HD,Windows 10,2.2,67434,HDD,1000
Dell,Latitude 7280,Ultrabook,12.5,1920x1080,Intel,8,Intel HD,Windows 10,1.36,134338,SSD,256
Asus,ROG G752VSK-GC493T,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,4.3,164159,SSD +  1TB HDD,256
Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,17.3,1600x900,Intel,4,Nvidia GeForce,Windows 10,2.8,48362,HDD,1000
HP,Omen -,Gaming,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,3.35,103021,SSD +  1TB HDD,128
Others,Others,Notebook,14.0,1920x1080,Intel,4,Intel HD,Others,1.4,22721,SSD,32
Lenovo,IdeaPad 520S-14IKB,Notebook,14.0,1920x1080,Intel,8,Intel HD,No OS,1.7,54659,SSD,256
Acer,Predator G9-793,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,4.2,209784,SSD +  1TB HDD,256
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel,8,Intel UHD,Windows 10,1.21,150471,SSD,256
Others,Others,Notebook,14.0,1366x768,Intel,8,Intel HD,Others,1.94,35496,HDD,2000
HP,ZBook 17,Workstation,17.3,1920x1080,Intel,8,Nvidia Quadro,Windows 7,3.0,360383,SSD,256
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.74,57396,SSD,256
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Windows 10,2.2,68346,SSD,256
Others,Others,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Others,4.3,214438,SSD +  1TB HDD,256
Others,Others,2 in 1 Convertible,13.3,3200x1800,Intel,16,Intel HD,Others,1.3,136784,SSD,512
Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.27,84680,SSD,256
HP,Pavilion 15-AW003nv,Notebook,15.6,1920x1080,AMD,6,AMD Radeon,Windows 10,2.04,50187,Hybrid,1000
Others,Others,Notebook,15.6,1920x1080,Intel,4,Intel HD,Others,2.1,31846,HDD,500
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,4.42,246284,SSD +  1TB HDD,256
Acer,Aspire A515-51G,Notebook,15.6,1920x1080,Intel,4,Nvidia GeForce,Windows 10,2.2,58309,HDD,500
Others,Others,Notebook,15.6,1920x1080,Intel,4,Intel HD,Others,1.9,50096,HDD,1000
HP,Elitebook 820,Netbook,12.5,1366x768,Intel,4,Intel HD,Windows 7,2.4,145909,SSD,128
HP,Spectre X360,Ultrabook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.32,127659,SSD,256
Acer,Chromebook 14,Notebook,14.0,1366x768,Intel,4,Intel HD,Chrome OS,1.45,34219,Flash Storage,32
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.2,28196,HDD,1000
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel UHD,Windows 10,1.55,60134,HDD,1000
Dell,Latitude 5480,Notebook,14.0,1366x768,Intel,8,Intel HD,Windows 10,1.6,102812,SSD,256
Dell,Latitude 7390,Ultrabook,13.3,1920x1080,Intel,8,Intel UHD,Windows 10,1.42,168069,SSD,256
HP,ProBook 650,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.31,64345,HDD,500
Others,Others,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Others,1.8,191121,SSD +  1TB HDD,256
Others,Others,2 in 1 Convertible,13.9,3840x2160,Intel,16,Intel UHD,Others,1.4,168721,SSD,512
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,16,AMD Radeon,Linux,2.02,95721,SSD +  2TB HDD,256
Samsung,Notebook 9,Ultrabook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.31,145909,SSD,256
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,1920x1080,Intel,8,Intel HD,Windows 10,1.38,123096,SSD,256
Others,Others,Notebook,15.6,1920x1080,Intel,6,Intel HD,Others,2.2,52834,SSD,256
Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.9,139521,SSD +  1TB HDD,256
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,Intel,4,Intel HD,No OS,1.9,41062,HDD,500
Others,Others,Notebook,14.0,1920x1080,Intel,8,Intel UHD,Others,1.63,98915,SSD,512
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1920x1080,Intel,4,Intel HD,No OS,2.2,42796,HDD,1000
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.4,103021,SSD +  2TB HDD,256
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,12,Intel HD,Windows 10,2.25,59221,HDD,1000
Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,Intel,8,Intel UHD,Windows 10,2.08,74734,HDD,1000
Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,3.2,118534,HDD,1000
Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,Intel,16,Intel UHD,Windows 10,2.0,117256,SSD,512
Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,Intel,4,Intel HD,Android,0.69,29109,Flash Storage,64
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,1920x1080,Intel,32,Nvidia GeForce,Windows 10,3.58,116709,SSD +  256GB SSD,256
MSI,GL62M 7RDX,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.2,104846,SSD +  1TB HDD,128
HP,ProBook 450,Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,2.1,65882,HDD,500
Acer,Spin 3,Notebook,15.6,1920x1080,Intel,6,Intel HD,Windows 10,2.1,43709,HDD,1000
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,1366x768,Intel,4,Intel HD,No OS,1.9,30934,HDD,1000
HP,Probook 430,Notebook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.49,87600,SSD,256
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Intel,16,Intel UHD,Windows 10,1.62,116709,SSD,512
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Intel,4,Intel HD,No OS,2.2,42614,HDD,1000
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.33,82034,SSD,256
Xiaomi,Mi Notebook,Ultrabook,13.3,1920x1080,Intel,8,Nvidia GeForce,No OS,1.3,91241,SSD,256
Acer,Chromebook C910-C2ST,Notebook,15.6,1366x768,Intel,2,Intel HD,Chrome OS,2.19,18159,SSD,16
HP,ZBook 17,Workstation,17.3,1920x1080,Intel,8,Nvidia Quadro,Windows 10,3.14,174104,HDD,500
Asus,Chromebook Flip,2 in 1 Convertible,12.5,1920x1080,Intel,4,Intel HD,Chrome OS,1.2,61046,Flash Storage,64
Others,Others,Ultrabook,13.3,2560x1600,Intel,8,Intel Iris,Others,1.37,138568,SSD,256
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,2.1,49275,HDD,500
Dell,Vostro 3559,Notebook,15.6,1366x768,Intel,4,AMD Radeon,Windows 7,2.24,70185,HDD,500
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel,16,AMD Radeon,Windows 10,2.32,90337,HDD,2000
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,2.2,19071,SSD,16
Lenovo,ThinkPad E470,Notebook,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.87,71631,HDD,500
Acer,Aspire E5-475,Notebook,14.0,1366x768,Intel,8,Intel HD,Windows 10,2.1,35496,HDD,1000
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel,2,Intel HD,Windows 10,2.2,34584,HDD,500
Acer,Swift 3,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.5,56484,SSD,128
Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD,4,AMD Radeon,Windows 10,1.68,42796,HDD,1000
Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.7,54659,SSD,128
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 7,2.32,75281,Hybrid,1000
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.37,184781,SSD,512
Others,Others,Gaming,15.6,1920x1080,Intel,12,Nvidia GeForce,Others,2.62,113971,SSD +  1TB HDD,128
HP,250 G6,Notebook,15.6,1920x1080,Intel,4,Intel HD,No OS,1.86,31480,HDD,500
Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.1,123918,SSD,256
HP,250 G6,Notebook,15.6,1366x768,Intel,4,Intel HD,No OS,1.86,33297,HDD,500
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.84,112145,SSD,256
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.44,87600,SSD,256
Others,Others,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Others,2.9,193632,SSD +  1TB HDD,256
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Intel,8,Intel HD,Windows 10,2.2,54476,SSD,256
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.29,133042,SSD,256
HP,Chromebook X360,2 in 1 Convertible,11.6,1366x768,Intel,4,Intel HD,Chrome OS,1.4,56119,Flash Storage,32
Others,Others,Notebook,15.6,1366x768,Intel,2,Intel HD,Others,2.2,34584,HDD,500
HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,Intel,8,Intel UHD,Windows 10,1.29,136784,SSD,256
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.1,49275,HDD,500
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,16,AMD Radeon,Windows 10,2.2,111256,SSD +  2TB HDD,256
MSI,GE63VR 7RF,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.8,191534,SSD +  1TB HDD,256
Lenovo,IdeaPad 320-15AST,Notebook,17.3,1600x900,AMD,8,AMD Radeon,Windows 10,2.8,47359,HDD,1000
Lenovo,ThinkPad T470,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 7,1.65,133681,SSD,256
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD,4,AMD Radeon,Windows 10,2.03,36774,HDD,1000
Others,Others,Notebook,13.3,1920x1080,Intel,4,Intel HD,Others,1.44,80391,SSD,128
Lenovo,Yoga 11e,Netbook,11.6,1366x768,Intel,4,Intel HD,Windows 10,1.59,50461,SSD,128
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,No OS,2.4,127568,SSD,512
Dell,Latitude 7480,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.36,161969,SSD,256
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.5,107584,SSD +  1TB HDD,256
HP,15-bs002nv (i3-6006U/4GB/128GB/FHD/W10),Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,1.91,40059,SSD,128
Lenovo,Yoga 730,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel UHD,Windows 10,1.19,136784,SSD,512
Asus,Zenbook Flip,Ultrabook,13.3,1920x1080,Intel,16,Intel HD,Windows 10,1.1,159587,SSD,512
Asus,VivoBook E201NA,Netbook,11.6,1366x768,Intel,4,Intel HD,Windows 10 S,1.2,31025,Flash Storage,64
Acer,Aspire 3,Notebook,15.6,1366x768,AMD,6,AMD Radeon,Windows 10,2.1,37321,HDD,1000
Others,Others,Notebook,15.6,1920x1080,Intel,8,AMD FirePro,Others,1.9,105302,HDD,500
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,1366x768,AMD,4,AMD Radeon,Windows 10,2.1,30112,HDD,500
Others,Others,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,2.4,77198,HDD,1000
Dell,Inspiron 7577,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.62,105759,SSD +  1TB HDD,128
HP,255 G6,Notebook,15.6,1366x768,AMD,4,AMD Radeon,Windows 10,1.86,36409,HDD,500
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,8,Intel HD,Windows 10,2.0,60681,SSD,256
Razer,Blade Pro,Gaming,14.0,1920x1080,Intel,16,Nvidia GeForce,Windows 10,1.95,264534,SSD,512
Lenovo,IdeaPad 720S-13IKB,Notebook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.1,91159,SSD,256
Asus,ROG Strix,Gaming,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.73,161512,SSD +  1TB HDD,128
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,1920x1080,AMD,4,AMD Radeon,Windows 10,2.2,52469,SSD +  1TB HDD,128
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel,4,Intel HD,Linux,2.1,35588,HDD,1000
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.02,104244,SSD +  2TB HDD,256
Toshiba,Tecra Z40-C-12Z,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.47,135962,SSD,256
Others,Others,Ultrabook,13.3,1920x1080,Intel,8,Intel HD,Others,1.32,127659,SSD,256
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel,8,Intel HD,Windows 10,1.9,92027,HDD,500
Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.95,126838,SSD,256
Dell,Latitude 7280,Ultrabook,12.5,1920x1080,Intel,16,Intel HD,Windows 10,1.18,169634,SSD,256
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,8,Intel HD,Windows 10,2.3,41884,HDD,1000
Others,Others,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,2.2,82034,HDD,1000
Others,Others,Notebook,14.0,1920x1080,Intel,8,Intel HD,Others,1.47,135962,SSD,256
HP,Stream 11-Y000na,Netbook,11.6,1366x768,Intel,2,Intel HD,Windows 10,1.17,19071,Flash Storage,32
Others,Others,Notebook,15.6,1920x1080,Intel,8,Intel HD,Others,2.18,76285,HDD,1000
Dell,Alienware 17,Notebook,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,4.42,186698,HDD,1000
Toshiba,Portege X30-D-10X,Notebook,13.3,1920x1080,Intel,4,Intel HD,Windows 10,1.05,117256,SSD,128
Others,Others,2 in 1 Convertible,13.3,3200x1800,Intel,16,Intel HD,Others,1.42,127659,SSD,256
Others,Others,Ultrabook,13.3,1920x1080,Intel,8,Intel Iris,Others,1.23,125834,SSD,256
Others,Others,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Others,1.62,72818,SSD,256
Lenovo,ThinkPad 13,Notebook,13.3,1366x768,Intel,4,Intel HD,Chrome OS,1.45,41966,Flash Storage,16
Others,Others,Notebook,15.6,1920x1080,Intel,4,Nvidia GeForce,Others,2.23,63054,SSD,256
Others,Others,2 in 1 Convertible,14.0,2560x1440,Intel,8,Intel HD,Others,1.42,236338,SSD,256
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,1.9,74638,SSD +  1TB HDD,128
Lenovo,Ideapad 510S-13IKB,Notebook,13.3,1920x1080,Intel,4,Intel HD,Windows 10,1.5,50096,SSD,128
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,1.9,45442,SSD,128
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,1920x1080,AMD,6,AMD Radeon,Windows 10,1.91,51912,SSD,128
Others,Others,Notebook,15.6,1920x1080,Intel,8,Intel HD,Others,1.86,58309,HDD,1000
Others,Others,Notebook,14.0,1366x768,Intel,2,Intel HD,Others,1.45,19236,Flash Storage,32
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,8,AMD Radeon,Linux,2.3,73547,HDD,1000
HP,Elitebook 820,Ultrabook,12.5,1366x768,Intel,4,Intel HD,Windows 10,1.26,142259,SSD,256
Others,Others,Notebook,14.0,1920x1080,Intel,8,Intel HD,Others,2.0,121728,SSD +  1TB HDD,256
Others,Others,Ultrabook,12.5,1920x1080,Intel,8,Intel HD,Others,1.1,163338,SSD,512
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Intel,4,Nvidia GeForce,No OS,2.45,52834,HDD,1000
Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.18,68438,SSD,256
Others,Others,Workstation,15.6,1920x1080,Intel,8,Nvidia Quadro,Others,2.23,162242,HDD,1000
Others,Others,Notebook,13.3,1920x1080,Intel,8,Intel HD,Others,1.2,140069,SSD,256
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,2.05,62506,HDD,500
Others,Others,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,2.3,71814,SSD,256
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.24,51556,HDD,1000
Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,3.0,108314,HDD,1000
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,2.18,49914,SSD,128
Dell,Precision 3520,Workstation,15.6,1920x1080,Intel,8,Nvidia Quadro,Windows 10,2.06,160874,SSD,256
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel,8,Intel HD,Windows 10,1.29,148190,SSD,256
HP,EliteBook 840,Ultrabook,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.48,98732,SSD,256
Asus,Rog GL553VE-FY052T,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.5,146000,SSD +  1TB HDD,256
HP,255 G6,Notebook,15.6,1366x768,AMD,4,AMD Radeon,No OS,1.86,23542,HDD,500
Dell,Latitude 5480,Notebook,14.0,1366x768,Intel,4,Intel HD,Windows 10,1.6,79844,HDD,500
Others,Others,Notebook,15.6,1920x1080,Intel,4,Intel HD,Others,2.18,59951,HDD,1000
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,2.2,33671,SSD,128
Dell,Inspiron 5578,2 in 1 Convertible,15.0,1920x1080,Intel,4,Intel HD,Windows 10,2.08,46446,HDD,500
Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD,4,AMD Radeon,Windows 10,2.4,35314,HDD,500
Others,Others,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,2.5,113971,SSD +  1TB HDD,128
HP,ProBook 450,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.04,89334,SSD,256
MSI,GT73EVR 7RE,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,4.14,228034,SSD +  1TB HDD,512
Asus,Vivobook X541UV-DM1217T,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.0,70171,SSD,256
HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,Intel,16,Intel UHD,Windows 10,1.29,223471,SSD,1000
Acer,Aspire ES1-533,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.4,34675,HDD,500
Asus,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,Ultrabook,14.0,1920x1080,Intel,8,Nvidia GeForce,Windows 10,1.3,108861,SSD,256
Others,Others,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,2.4,104280,SSD +  1TB HDD,128
Acer,Aspire 3,Notebook,15.6,1366x768,Intel,4,Intel HD,Linux,2.1,24820,HDD,1000
Dell,Latitude 5480,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Linux,1.6,100284,SSD,256
Dell,Inspiron 7577,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.65,123096,SSD +  1TB HDD,128
Lenovo,Yoga 700-11ISK,2 in 1 Convertible,11.3,1920x1080,Intel,8,Intel HD,Windows 10,1.1,118534,SSD,256
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,2.37,36408,HDD,1000
Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,Intel,4,Intel HD,Windows 10,0.69,58972,Flash Storage,64
HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.28,233509,SSD,256
Dell,Inspiron 3179,2 in 1 Convertible,11.6,1366x768,Intel,4,Intel HD,Windows 10,1.39,55024,SSD,128
Lenovo,Thinkpad P51,Notebook,15.6,3840x2160,Intel,32,Nvidia Quadro,Windows 10,2.5,447034,SSD,1000
Others,Others,Notebook,14.0,1920x1080,Intel,8,Intel UHD,Others,1.63,74095,HDD,1000
Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel,8,AMD Radeon,Linux,2.8,81121,SSD +  1TB HDD,128
Chuwi,"LapBook 15.6""",Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,1.89,22355,Flash Storage,64
HP,250 G6,Notebook,15.6,1366x768,Intel,4,Intel HD,No OS,1.86,35943,HDD,500
Others,Others,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Others,4.42,246284,SSD +  1TB HDD,256
Lenovo,ThinkPad T470s,Ultrabook,14.0,2560x1440,Intel,24,Intel HD,Windows 10,1.32,217358,SSD,512
HP,ProBook 450,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.1,65335,HDD,1000
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.5,113971,SSD +  1TB HDD,128
Lenovo,ThinkPad X1,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.13,186971,Flash Storage,256
Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,Intel,8,Intel Iris,Windows 10 S,1.25,164159,SSD,256
Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 7,2.32,81669,Hybrid,1000
Acer,Aspire 3,Notebook,15.6,1366x768,Intel,4,Intel HD,Linux,2.1,37595,SSD,128
Toshiba,Portégé Z30-C-188,Ultrabook,13.3,1366x768,Intel,8,Intel HD,Windows 10,1.2,99919,SSD,256
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel,8,Intel HD,Windows 10,2.2,41884,HDD,1000
Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Windows 10,2.18,67434,SSD,256
